1 -2733.52 315.029 0.0735
1.1 -2612.92 202.879 0.09329
1.2 -2698.18 636.885 0.08442
1.3 -2641.08 361.266 0.09688
1.4 -2549.58 57.086 0.11828
1.5 -2517.15 307.846 0.12294
1.6 -2509.06 322.356 0.12845
1.7 -2471.65 73.565 0.13961
1.8 -2434.29 780.2 0.14896
1.9 -2301.98 128.673 0.18013
2 -2195.89 204.776 0.20136
2.1 -2067.33 200.034 0.23491
2.2 -2024 499.493 0.25051
2.3 -1949.27 443.092 0.27384
2.4 -1826.17 93.737 0.30353
2.5 -1681.2 116.542 0.34321
2.6 -1534.34 172.238 0.38321
2.7 -1494.91 139.804 0.39931
2.8 -1387.55 137.967 0.42916
2.9 -1331.95 52.0025 0.44924
3 -1277.76 107.931 0.46882
3.1 -1200.59 62.7861 0.49266
3.2 -1161.32 65.2384 0.50896
3.3 -1141.23 82.7985 0.51849
3.4 -1085.74 92.7625 0.5337
3.5 -1044.21 69.7807 0.54666
3.6 -1010.65 61.2613 0.56562
3.7 -968.663 65.0459 0.5774
3.8 -931.677 69.3787 0.58921
3.9 -928.317 71.6592 0.59863
4 -869.926 69.5706 0.61191
4.1 -871.397 71.8588 0.61545
4.2 -831.151 78.0692 0.63277
4.3 -810.155 50.9328 0.63941
4.4 -790.406 56.6343 0.64778
4.5 -755.684 57.7118 0.6597
4.6 -744.983 49.7066 0.66504
4.7 -723.228 49.8334 0.67611
4.8 -714.368 61.0334 0.68083
4.9 -704.319 42.9588 0.68505
5 -685.778 48.9961 0.69209
