1 -31.9611 15.9903 0.0116
1.1 -31.8954 15.9734 0.0232
1.2 -31.8211 15.9527 0.0486
1.3 -31.713 15.9249 0.0776
1.4 -31.5098 15.8679 0.1324
1.5 -31.2041 15.7651 0.2296
1.6 -30.9121 15.6794 0.3238
1.7 -30.3534 15.5187 0.4776
1.8 -29.4873 15.2045 0.744
1.9 -28.5378 14.8471 1.0626
2 -27.9438 14.6656 1.2616
2.1 -27.1357 14.3317 1.5824
2.2 -25.5418 13.6731 2.14
2.3 -24.6475 13.2878 2.511
2.4 -23.8662 12.9883 2.844
2.5 -22.1701 12.2131 3.4604
2.6 -20.5439 11.5301 4.1518
2.7 -19.7871 11.1599 4.4566
2.8 -18.3847 10.5068 5.0684
2.9 -17.4254 10.0663 5.5576
3 -16.3035 9.47928 6.0178
3.1 -15.4349 9.108 6.4732
3.2 -14.5652 8.69383 6.9408
3.3 -13.365 7.9765 7.4886
3.4 -12.7621 7.81103 7.6976
3.5 -12.0026 7.34678 8.1154
3.6 -11.8769 7.28145 8.2506
3.7 -11.1619 6.96938 8.573
3.8 -10.9621 6.95563 8.6992
3.9 -10.5178 6.621 8.983
4 -10.0945 6.43217 9.2506
4.1 -9.5746 6.07925 9.4624
4.2 -9.19235 6.00988 9.6862
4.3 -9.0388 5.90523 9.8874
4.4 -8.6255 5.62893 10.1102
4.5 -8.38225 5.66705 10.2072
4.6 -8.05215 5.4499 10.3854
4.7 -7.9131 5.39297 10.4666
4.8 -7.5696 5.2075 10.6616
4.9 -7.65585 5.27548 10.6654
5 -7.47615 5.17227 10.8162
